,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
14179,33.0,3444.0,619.0,1884.0,582.0,3.7891,126700.0
14180,31.0,2669.0,514.0,1626.0,499.0,3.1923,116900.0
14181,35.0,1777.0,369.0,1158.0,353.0,3.4107,117000.0
14182,25.0,2681.0,596.0,1947.0,553.0,2.8964,104300.0
14183,39.0,2754.0,652.0,2263.0,619.0,2.2454,89600.0
14184,35.0,1477.0,264.0,852.0,279.0,3.1786,100600.0
14185,37.0,2176.0,418.0,1301.0,375.0,2.875,98900.0
14186,36.0,2103.0,390.0,1279.0,392.0,2.4135,97000.0
14187,21.0,1864.0,388.0,1498.0,389.0,3.8194,125700.0
14188,11.0,2397.0,523.0,1566.0,514.0,3.8687,145200.0
14189,27.0,2204.0,598.0,1656.0,521.0,1.4821,86200.0
14190,26.0,4151.0,823.0,2822.0,697.0,2.8372,123400.0
14191,14.0,2763.0,456.0,1914.0,465.0,4.1645,143000.0
14192,20.0,2192.0,406.0,1766.0,393.0,4.0921,135000.0
14193,12.0,3943.0,737.0,3280.0,751.0,4.112,141400.0
14194,28.0,5274.0,991.0,3727.0,961.0,3.57,109800.0
14195,25.0,3292.0,608.0,2266.0,592.0,3.2986,119200.0
14196,33.0,3126.0,627.0,2300.0,623.0,3.2596,103000.0
14197,34.0,2328.0,444.0,1684.0,429.0,3.25,99600.0
14198,20.0,4050.0,745.0,2870.0,761.0,3.7366,121800.0
14199,22.0,2756.0,516.0,1849.0,486.0,4.1837,125400.0
14200,18.0,1643.0,283.0,1134.0,269.0,5.1769,133000.0
14201,30.0,3187.0,592.0,2082.0,631.0,3.5388,118500.0
14202,25.0,2321.0,398.0,1434.0,386.0,3.5341,120800.0
14203,8.0,831.0,158.0,740.0,154.0,5.3908,165500.0
14204,9.0,1520.0,269.0,1250.0,265.0,4.8875,157700.0
14205,13.0,705.0,149.0,718.0,155.0,4.4375,154900.0
14206,9.0,521.0,111.0,491.0,110.0,5.1305,158900.0
14207,19.0,2304.0,572.0,2010.0,556.0,2.2866,109900.0
14208,27.0,1790.0,356.0,1286.0,347.0,3.5437,115800.0
14209,7.0,9311.0,1703.0,7302.0,1694.0,4.419,156900.0
14210,18.0,1475.0,267.0,1149.0,268.0,5.0827,142200.0
14211,38.0,1481.0,317.0,1080.0,291.0,2.85,125800.0
14212,36.0,3815.0,796.0,2945.0,728.0,2.0959,125000.0
14213,21.0,991.0,210.0,695.0,203.0,3.625,144300.0
14214,41.0,2665.0,515.0,1664.0,512.0,2.375,113500.0
14215,29.0,4047.0,754.0,2353.0,730.0,4.0505,125000.0
14216,35.0,3414.0,580.0,1761.0,522.0,3.9922,129800.0
14217,32.0,4227.0,785.0,2842.0,795.0,3.9646,137800.0
14218,19.0,1469.0,275.0,1010.0,292.0,3.5664,150400.0
14219,16.0,2168.0,343.0,1589.0,338.0,5.4863,153800.0
14220,33.0,3425.0,511.0,1528.0,479.0,5.6889,234600.0
14221,24.0,2587.0,491.0,1617.0,458.0,3.5066,133400.0
14222,22.0,3362.0,630.0,1471.0,612.0,4.1442,303900.0
14223,15.0,5094.0,818.0,2118.0,758.0,5.3505,266600.0
14224,14.0,3986.0,675.0,2065.0,702.0,5.7192,267400.0
14225,14.0,1689.0,555.0,1319.0,527.0,3.16,143800.0
14226,15.0,1828.0,359.0,955.0,248.0,3.2174,165100.0
14227,13.0,2132.0,425.0,1345.0,432.0,4.0,89300.0
14228,14.0,1320.0,270.0,943.0,260.0,5.0947,152700.0
14229,14.0,3464.0,683.0,2139.0,734.0,4.0668,137500.0
14230,9.0,3417.0,860.0,2521.0,828.0,3.02,158900.0
14231,9.0,3087.0,609.0,1530.0,556.0,3.775,125000.0
14232,11.0,1875.0,357.0,1014.0,386.0,4.375,115000.0
14233,7.0,2327.0,490.0,1304.0,445.0,3.3553,132200.0
14234,7.0,6055.0,1004.0,3031.0,952.0,4.436,135000.0
14235,5.0,3201.0,532.0,2061.0,536.0,5.0829,179400.0
14236,10.0,901.0,163.0,698.0,167.0,4.6648,156100.0
14237,8.0,2460.0,397.0,1784.0,390.0,4.5662,175500.0
14238,12.0,3375.0,945.0,2357.0,808.0,1.5,106300.0
14239,15.0,869.0,217.0,887.0,216.0,1.4583,84200.0
14240,22.0,2409.0,582.0,1887.0,578.0,1.4089,94200.0
14241,18.0,1645.0,430.0,1221.0,410.0,1.3269,108000.0
14242,20.0,1102.0,205.0,852.0,217.0,3.1833,108300.0
14243,11.0,3071.0,911.0,2812.0,774.0,1.2413,83100.0
14244,28.0,633.0,137.0,525.0,170.0,3.6042,95600.0
14245,42.0,2002.0,488.0,1505.0,464.0,1.5057,86300.0
14246,9.0,1931.0,472.0,1628.0,445.0,2.085,92600.0
14247,26.0,3114.0,686.0,1948.0,660.0,2.8942,124100.0
14248,5.0,1615.0,387.0,1094.0,394.0,2.2024,137200.0
14249,39.0,1273.0,246.0,770.0,242.0,2.0938,102500.0
14250,33.0,1096.0,240.0,716.0,224.0,1.6944,111800.0
14251,28.0,3109.0,594.0,1559.0,589.0,3.5789,120300.0
14252,29.0,2238.0,523.0,2061.0,504.0,2.5559,96800.0
14253,29.0,3422.0,713.0,2775.0,644.0,1.7075,86900.0
14254,25.0,939.0,247.0,1003.0,240.0,1.75,87900.0
14255,25.0,1491.0,348.0,1183.0,316.0,1.9583,88600.0
14256,30.0,1729.0,457.0,1673.0,460.0,1.7,85900.0
14257,34.0,2028.0,522.0,1797.0,464.0,1.7402,79400.0
14258,37.0,2045.0,502.0,1920.0,472.0,1.8125,83300.0
14259,33.0,1980.0,488.0,1626.0,428.0,1.4856,86400.0
14260,14.0,819.0,237.0,827.0,237.0,1.3194,90500.0
14261,36.0,1011.0,253.0,763.0,226.0,1.8187,84100.0
14262,29.0,1040.0,291.0,1054.0,297.0,1.1818,83200.0
14263,37.0,1269.0,340.0,1369.0,302.0,2.2102,87200.0
14264,35.0,1292.0,272.0,1183.0,272.0,2.0547,98000.0
14265,36.0,1421.0,367.0,1418.0,355.0,1.9425,93400.0
14266,34.0,1144.0,295.0,1271.0,302.0,2.09,91800.0
14267,37.0,2395.0,627.0,2489.0,599.0,1.5933,86300.0
14268,39.0,395.0,159.0,620.0,162.0,2.725,86500.0
14269,46.0,200.0,77.0,180.0,65.0,1.0658,93800.0
14270,37.0,1082.0,294.0,1146.0,265.0,2.0673,88500.0
14271,38.0,818.0,217.0,953.0,231.0,1.0531,65700.0
14272,37.0,1361.0,348.0,1398.0,328.0,1.1681,78100.0
14273,36.0,1469.0,400.0,1271.0,340.0,1.043,90100.0
14274,48.0,786.0,230.0,917.0,231.0,1.875,75600.0
14275,42.0,1210.0,292.0,945.0,258.0,0.8991,78900.0
14276,38.0,1445.0,392.0,1286.0,357.0,1.4632,80200.0
14277,35.0,1179.0,344.0,1372.0,330.0,1.9509,70200.0
14278,33.0,1256.0,331.0,1315.0,321.0,1.9286,78500.0
14279,38.0,993.0,246.0,760.0,205.0,1.1563,82700.0
14280,42.0,1145.0,314.0,1114.0,307.0,1.2614,87500.0
14281,44.0,1697.0,413.0,1396.0,363.0,1.5474,83300.0
14282,32.0,2197.0,623.0,1784.0,599.0,1.901,120300.0
14283,24.0,421.0,101.0,396.0,113.0,0.6433,111300.0
14284,9.0,2436.0,720.0,1780.0,653.0,1.8299,137500.0
14285,19.0,1341.0,435.0,1048.0,360.0,1.975,117900.0
14286,36.0,6096.0,1285.0,3093.0,1229.0,3.37,159100.0
14287,50.0,2307.0,424.0,887.0,356.0,3.5156,168800.0
14288,52.0,3976.0,718.0,1750.0,769.0,3.4151,175400.0
14289,46.0,3355.0,768.0,1457.0,708.0,2.6604,170100.0
14290,52.0,1148.0,214.0,481.0,215.0,5.454,240900.0
14291,52.0,2676.0,557.0,1181.0,537.0,3.6058,213100.0
14292,50.0,1527.0,338.0,728.0,322.0,2.625,203200.0
14293,43.0,2706.0,667.0,1531.0,614.0,2.1513,145000.0
14294,43.0,2160.0,504.0,1221.0,452.0,2.4821,140600.0
14295,52.0,1560.0,307.0,757.0,315.0,2.7083,199100.0
14296,52.0,1911.0,415.0,777.0,412.0,2.2429,221100.0
14297,42.0,1558.0,458.0,1227.0,407.0,2.2804,139100.0
14298,17.0,1285.0,423.0,1208.0,409.0,1.758,126600.0
14299,34.0,1694.0,455.0,1467.0,425.0,2.1164,139400.0
14300,32.0,719.0,251.0,894.0,208.0,1.8456,103100.0
14301,43.0,1073.0,344.0,660.0,279.0,2.0529,168800.0
14302,45.0,1140.0,310.0,840.0,339.0,1.6156,156300.0
14303,34.0,2533.0,862.0,2011.0,778.0,2.1199,160400.0
14304,52.0,1225.0,332.0,955.0,321.0,1.6011,106300.0
14305,52.0,979.0,314.0,975.0,297.0,1.2375,100000.0
14306,52.0,800.0,313.0,1337.0,282.0,1.5594,87500.0
14307,52.0,500.0,,480.0,108.0,1.8696,91100.0
14308,37.0,1220.0,325.0,1472.0,323.0,1.825,81500.0
14309,35.0,614.0,180.0,691.0,164.0,1.6953,81300.0
14310,43.0,966.0,255.0,857.0,208.0,1.2841,72000.0
14311,39.0,1647.0,478.0,2176.0,479.0,1.7642,82900.0
14312,32.0,1280.0,353.0,1335.0,330.0,1.6023,77300.0
14313,35.0,365.0,98.0,463.0,112.0,2.5588,78800.0
14314,43.0,1126.0,289.0,1132.0,294.0,2.1875,87000.0
14315,40.0,1227.0,330.0,1199.0,316.0,1.2188,92500.0
14316,36.0,633.0,148.0,557.0,139.0,1.5729,82700.0
14317,48.0,510.0,180.0,545.0,132.0,1.8008,86500.0
14318,44.0,658.0,218.0,869.0,212.0,1.9338,89400.0
14319,47.0,552.0,161.0,593.0,174.0,0.9589,90000.0
14320,50.0,475.0,172.0,483.0,120.0,1.3657,162500.0
14321,52.0,402.0,183.0,557.0,172.0,1.3125,87500.0
14322,52.0,458.0,148.0,1283.0,166.0,1.2863,86300.0
14323,52.0,217.0,82.0,531.0,93.0,1.6607,137500.0
14324,52.0,344.0,177.0,460.0,147.0,1.2292,137500.0
14325,52.0,788.0,463.0,805.0,391.0,0.9142,162500.0
14326,52.0,845.0,451.0,1230.0,375.0,1.0918,22500.0
14327,5.0,2508.0,827.0,2066.0,761.0,1.3092,325000.0
14328,7.0,2493.0,693.0,951.0,641.0,4.2375,205000.0
14329,39.0,311.0,181.0,206.0,113.0,0.7685,187500.0
14330,26.0,450.0,132.0,317.0,109.0,4.0,137500.0
14331,51.0,1321.0,,781.0,499.0,1.3071,250000.0
14332,24.0,1232.0,663.0,1184.0,626.0,1.0391,162500.0
14333,52.0,1218.0,471.0,821.0,429.0,1.9597,200000.0
14334,27.0,1245.0,471.0,653.0,451.0,1.2668,225000.0
14335,52.0,408.0,143.0,313.0,143.0,1.815,116700.0
14336,44.0,626.0,256.0,572.0,229.0,1.5909,262500.0
14337,52.0,1682.0,617.0,873.0,534.0,2.0972,112500.0
14338,52.0,1863.0,559.0,906.0,493.0,1.9203,195800.0
14339,52.0,1578.0,487.0,879.0,446.0,2.4069,215000.0
14340,49.0,1815.0,495.0,601.0,410.0,3.0571,418800.0
14341,43.0,1437.0,406.0,692.0,379.0,3.1979,466700.0
14342,39.0,3803.0,806.0,1567.0,775.0,3.7039,361500.0
14343,38.0,5054.0,1168.0,2366.0,1103.0,2.9422,289400.0
14344,52.0,55.0,18.0,65.0,22.0,1.6591,112500.0
14345,40.0,581.0,157.0,298.0,156.0,2.4,255000.0
14346,33.0,1115.0,316.0,583.0,269.0,2.5882,258300.0
14347,20.0,1165.0,269.0,459.0,244.0,3.175,191700.0
14348,52.0,25.0,5.0,13.0,5.0,0.536,162500.0
14349,15.0,1716.0,702.0,914.0,672.0,1.0612,300000.0
14350,45.0,3025.0,583.0,1980.0,550.0,2.2982,87500.0
14351,27.0,2072.0,534.0,1118.0,510.0,2.8043,262100.0
14352,24.0,3914.0,985.0,2147.0,874.0,2.9735,225000.0
14353,26.0,696.0,185.0,384.0,184.0,2.6121,125000.0
14354,23.0,2415.0,653.0,1275.0,596.0,3.1389,101800.0
14355,26.0,617.0,112.0,251.0,110.0,3.8036,162000.0
14356,11.0,4304.0,1245.0,1960.0,1105.0,3.3456,159800.0
14357,52.0,1245.0,174.0,468.0,193.0,6.9322,334500.0
14358,52.0,1283.0,173.0,436.0,190.0,7.4029,345700.0
14359,52.0,1260.0,202.0,555.0,209.0,7.2758,345200.0
14360,41.0,2621.0,542.0,1074.0,471.0,2.4016,287500.0
14361,34.0,6001.0,1111.0,2654.0,1072.0,4.5878,291000.0
14362,38.0,3966.0,768.0,1640.0,729.0,3.8409,291400.0
14363,35.0,2914.0,683.0,1562.0,638.0,2.5259,240200.0
14364,44.0,1168.0,263.0,509.0,256.0,2.7273,269700.0
14365,43.0,952.0,209.0,392.0,210.0,2.1635,244200.0
14366,44.0,1404.0,229.0,513.0,217.0,4.1806,263800.0
14367,43.0,2216.0,375.0,918.0,388.0,5.5289,297700.0
14368,37.0,2260.0,354.0,809.0,351.0,5.9113,388300.0
14369,36.0,2052.0,287.0,699.0,265.0,7.5557,441400.0
14370,38.0,2827.0,581.0,972.0,558.0,3.2361,500001.0
14371,32.0,4164.0,701.0,1277.0,607.0,6.6661,500001.0
14372,39.0,3089.0,431.0,1175.0,432.0,7.5925,466700.0
14373,39.0,3819.0,594.0,1361.0,583.0,6.6013,396400.0
14374,38.0,1840.0,291.0,633.0,283.0,4.9125,383600.0
14375,36.0,2632.0,450.0,2038.0,419.0,6.5319,345800.0
14376,33.0,1677.0,228.0,629.0,239.0,6.597,496400.0
14377,37.0,2224.0,331.0,821.0,341.0,6.3331,400000.0
14378,44.0,1934.0,325.0,783.0,316.0,4.8684,358600.0
14379,33.0,4168.0,1112.0,1785.0,984.0,2.7515,247700.0
14380,36.0,3548.0,956.0,1648.0,866.0,2.6962,288200.0
14381,36.0,1830.0,430.0,755.0,419.0,2.9904,286800.0
14382,40.0,2186.0,549.0,953.0,515.0,2.8007,257100.0
14383,44.0,1686.0,285.0,712.0,298.0,4.0268,298600.0
14384,44.0,1488.0,259.0,667.0,281.0,4.0862,321800.0
14385,39.0,1688.0,256.0,635.0,272.0,4.5938,367400.0
14386,5.0,1824.0,,892.0,426.0,3.4286,137500.0
14387,21.0,2050.0,608.0,1131.0,550.0,2.4779,165000.0
14388,16.0,735.0,139.0,299.0,134.0,4.6354,179200.0
14389,16.0,1953.0,404.0,798.0,385.0,4.8167,169800.0
14390,35.0,2615.0,525.0,1312.0,547.0,4.1339,238200.0
14391,45.0,1718.0,293.0,757.0,329.0,4.05,284900.0
14392,36.0,2831.0,669.0,1279.0,660.0,2.9896,252700.0
14393,36.0,1856.0,475.0,822.0,416.0,2.3042,220600.0
14394,41.0,1989.0,514.0,1015.0,489.0,2.79,226000.0
14395,36.0,1240.0,310.0,577.0,319.0,2.6625,248200.0
14396,32.0,3551.0,1037.0,1731.0,935.0,2.2017,208300.0
14397,36.0,1929.0,526.0,974.0,491.0,1.7622,205800.0
14398,33.0,1980.0,614.0,1057.0,567.0,2.2042,231300.0
14399,37.0,1189.0,377.0,645.0,377.0,2.4672,216700.0
14400,34.0,981.0,313.0,508.0,304.0,2.2328,266700.0
14401,37.0,1467.0,442.0,651.0,354.0,2.375,340400.0
14402,43.0,906.0,240.0,458.0,205.0,1.8365,328600.0
14403,36.0,1527.0,427.0,710.0,312.0,2.7857,291700.0
14404,21.0,1479.0,484.0,658.0,384.0,2.45,350000.0
14405,38.0,1267.0,340.0,442.0,250.0,4.3403,500000.0
14406,32.0,2021.0,524.0,973.0,485.0,3.18,362500.0
14407,35.0,2494.0,690.0,1126.0,624.0,4.0313,385300.0
14408,38.0,2331.0,493.0,836.0,433.0,4.9125,452600.0
14409,22.0,2020.0,466.0,1010.0,429.0,3.4527,175000.0
14410,23.0,2578.0,665.0,989.0,622.0,3.5484,238000.0
14411,28.0,2453.0,648.0,1082.0,617.0,3.625,266700.0
14412,35.0,1649.0,355.0,746.0,360.0,4.6293,356500.0
14413,44.0,2172.0,431.0,892.0,420.0,4.1742,342200.0
14414,17.0,1149.0,266.0,403.0,228.0,4.1652,241700.0
14415,18.0,2539.0,616.0,964.0,526.0,3.4306,275000.0
14416,20.0,961.0,278.0,525.0,254.0,3.1838,245800.0
14417,25.0,2135.0,691.0,566.0,320.0,2.6902,212500.0
14418,18.0,1741.0,602.0,508.0,283.0,3.2625,193800.0
14419,19.0,786.0,282.0,525.0,229.0,1.7273,137500.0
14420,23.0,1906.0,525.0,1029.0,491.0,2.93,183300.0
14421,22.0,2981.0,873.0,1751.0,745.0,2.3482,190600.0
14422,27.0,1297.0,355.0,776.0,337.0,2.4643,244400.0
14423,28.0,1508.0,263.0,996.0,267.0,3.8026,270000.0
14424,21.0,1703.0,335.0,902.0,369.0,3.7813,362500.0
14425,37.0,1096.0,260.0,490.0,267.0,3.2663,270600.0
14426,32.0,1601.0,468.0,731.0,429.0,2.5568,258300.0
14427,30.0,2061.0,631.0,1007.0,577.0,2.5813,253100.0
14428,31.0,2182.0,630.0,1069.0,599.0,2.9781,212500.0
14429,27.0,848.0,300.0,455.0,298.0,3.0774,275000.0
14430,25.0,1627.0,375.0,735.0,378.0,3.6429,317100.0
14431,20.0,1838.0,540.0,615.0,325.0,3.5486,193800.0
14432,21.0,2429.0,579.0,1011.0,538.0,3.225,229400.0
14433,31.0,1403.0,388.0,724.0,371.0,2.6403,216100.0
14434,28.0,3379.0,918.0,1849.0,849.0,3.0293,241700.0
14435,26.0,3433.0,873.0,1492.0,798.0,2.9258,234800.0
14436,28.0,1072.0,331.0,692.0,321.0,2.1357,187500.0
14437,18.0,2205.0,661.0,874.0,580.0,3.8018,112500.0
14438,19.0,1863.0,497.0,868.0,503.0,2.288,210000.0
14439,30.0,1917.0,462.0,828.0,437.0,2.4671,276300.0
14440,29.0,3376.0,882.0,1513.0,843.0,3.101,238200.0
14441,32.0,2402.0,551.0,1020.0,532.0,3.3942,307400.0
14442,35.0,2281.0,506.0,1005.0,496.0,4.2296,275000.0
14443,26.0,2442.0,659.0,1134.0,624.0,3.3274,295500.0
14444,25.0,2076.0,586.0,1060.0,554.0,2.8421,227800.0
14445,30.0,1328.0,346.0,577.0,328.0,2.3284,290600.0
14446,37.0,1616.0,421.0,650.0,395.0,2.92,326500.0
14447,35.0,1878.0,308.0,598.0,257.0,6.9553,500001.0
14448,30.0,1446.0,385.0,650.0,344.0,3.744,450000.0
14449,33.0,1588.0,289.0,683.0,301.0,5.4103,332400.0
14450,34.0,2420.0,391.0,917.0,392.0,6.5881,394400.0
14451,39.0,1846.0,350.0,765.0,329.0,3.9187,311900.0
14452,34.0,1655.0,450.0,870.0,411.0,3.2109,376000.0
14453,41.0,1420.0,338.0,640.0,314.0,2.9306,360300.0
14454,39.0,1877.0,426.0,805.0,409.0,3.875,410000.0
14455,34.0,2392.0,653.0,933.0,619.0,3.7306,500000.0
14456,38.0,2367.0,480.0,891.0,428.0,4.1477,500001.0
14457,35.0,2908.0,595.0,1068.0,529.0,4.1793,500001.0
14458,42.0,2820.0,488.0,1175.0,500.0,4.5083,405200.0
14459,42.0,2785.0,389.0,833.0,333.0,11.3074,500001.0
14460,34.0,2105.0,444.0,780.0,406.0,2.3187,488900.0
14461,21.0,2455.0,660.0,1015.0,597.0,3.7596,381300.0
14462,26.0,1373.0,,608.0,268.0,4.425,475000.0
14463,28.0,2334.0,694.0,770.0,552.0,3.1324,500001.0
14464,24.0,3271.0,508.0,1496.0,482.0,5.9359,422200.0
14465,22.0,3205.0,429.0,1083.0,410.0,8.1844,406300.0
14466,20.0,2467.0,332.0,731.0,335.0,7.2559,392300.0
14467,19.0,1759.0,214.0,659.0,195.0,10.7751,500001.0
14468,30.0,3652.0,499.0,978.0,462.0,8.2374,500001.0
14469,17.0,2075.0,262.0,704.0,241.0,10.9529,500001.0
14470,26.0,3940.0,657.0,1180.0,600.0,6.1025,500001.0
14471,18.0,5566.0,1465.0,6303.0,1458.0,1.858,205000.0
14472,26.0,1647.0,261.0,694.0,259.0,4.6875,274400.0
14473,19.0,2691.0,347.0,1154.0,366.0,8.051,363600.0
14474,25.0,4229.0,601.0,1634.0,574.0,6.3955,316700.0
14475,24.0,3596.0,494.0,1573.0,492.0,6.5382,326000.0
14476,26.0,1352.0,202.0,654.0,217.0,5.3693,260700.0
14477,15.0,2593.0,521.0,901.0,456.0,4.2065,277800.0
14478,26.0,2012.0,315.0,872.0,335.0,5.4067,277500.0
14479,18.0,3109.0,501.0,949.0,368.0,7.4351,445700.0
14480,19.0,5255.0,762.0,1773.0,725.0,7.8013,474000.0
14481,23.0,6139.0,826.0,2036.0,807.0,9.5245,500001.0
14482,24.0,1663.0,199.0,578.0,187.0,10.7721,500001.0
14483,34.0,5846.0,785.0,1817.0,747.0,8.496,500001.0
14484,35.0,1420.0,193.0,469.0,177.0,8.0639,500001.0
14485,25.0,2355.0,381.0,823.0,358.0,6.8322,500001.0
14486,30.0,1670.0,219.0,606.0,202.0,12.4429,500001.0
14487,25.0,2911.0,533.0,1137.0,499.0,5.1023,500001.0
14488,27.0,2530.0,469.0,594.0,326.0,7.2821,500001.0
14489,42.0,1761.0,329.0,480.0,255.0,5.3787,500001.0
14490,18.0,3117.0,475.0,904.0,368.0,6.7587,388500.0
14491,22.0,3479.0,448.0,1252.0,440.0,10.0707,500001.0
14492,18.0,4231.0,728.0,2030.0,720.0,6.1805,272400.0
14493,19.0,3716.0,563.0,1788.0,587.0,5.2113,267400.0
14494,22.0,3501.0,631.0,1297.0,581.0,4.7891,295300.0
14495,26.0,2298.0,549.0,980.0,555.0,2.4207,213500.0
14496,15.0,2895.0,498.0,1164.0,443.0,5.102,417500.0
14497,15.0,2290.0,662.0,1034.0,594.0,3.0104,204200.0
14498,16.0,1675.0,354.0,604.0,332.0,5.2326,188300.0
14499,15.0,1199.0,301.0,510.0,296.0,3.6083,180100.0
14500,15.0,1703.0,320.0,587.0,282.0,5.0855,209800.0
14501,16.0,1200.0,468.0,648.0,443.0,3.045,100000.0
14502,11.0,3123.0,740.0,1223.0,634.0,5.417,196800.0
14503,16.0,2800.0,566.0,1267.0,518.0,3.2794,148600.0
14504,14.0,3512.0,807.0,1835.0,792.0,3.35,171000.0
14505,4.0,16289.0,4585.0,7604.0,4176.0,3.6287,280800.0
14506,5.0,3511.0,1008.0,1599.0,918.0,3.8542,176600.0
14507,14.0,3114.0,773.0,1592.0,776.0,3.3176,156100.0
14508,4.0,4308.0,1095.0,1923.0,932.0,3.9356,267000.0
14509,12.0,1428.0,303.0,528.0,269.0,4.1429,254400.0
14510,15.0,1613.0,303.0,702.0,240.0,4.875,169300.0
14511,14.0,1259.0,238.0,889.0,247.0,4.9464,174800.0
14512,5.0,1619.0,272.0,1063.0,296.0,6.0891,214600.0
14513,10.0,2349.0,431.0,1598.0,435.0,4.8229,183200.0
14514,12.0,1681.0,381.0,1050.0,362.0,4.2008,176100.0
14515,5.0,8576.0,1952.0,5006.0,1827.0,4.3598,189100.0
14516,8.0,3405.0,961.0,1742.0,918.0,2.8728,114600.0
14517,15.0,1450.0,266.0,747.0,290.0,3.6111,196300.0
14518,16.0,3230.0,579.0,1825.0,576.0,4.2969,151200.0
14519,16.0,2715.0,581.0,1619.0,584.0,4.0,154700.0
14520,14.0,3014.0,710.0,2165.0,705.0,3.7837,160300.0
14521,16.0,3217.0,,2054.0,687.0,4.2234,162100.0
14522,15.0,2785.0,644.0,1798.0,630.0,3.7156,175200.0
14523,14.0,3249.0,937.0,1929.0,838.0,2.8588,92500.0
14524,13.0,1743.0,363.0,854.0,353.0,4.6667,138200.0
14525,16.0,2173.0,399.0,1460.0,393.0,4.2614,169600.0
14526,17.0,1481.0,315.0,1002.0,300.0,3.6196,163400.0
14527,7.0,1308.0,418.0,766.0,390.0,3.2151,106300.0
14528,6.0,3069.0,750.0,1541.0,736.0,3.814,132500.0
14529,15.0,3242.0,595.0,1936.0,593.0,4.9706,184700.0
14530,16.0,1580.0,241.0,917.0,261.0,4.7266,191100.0
14531,16.0,1565.0,257.0,893.0,239.0,5.5036,192300.0
14532,15.0,4846.0,825.0,2797.0,823.0,4.9375,180400.0
14533,16.0,2918.0,444.0,1697.0,444.0,5.3062,195500.0
14534,14.0,1946.0,463.0,1205.0,390.0,4.2109,171200.0
14535,12.0,1474.0,364.0,1009.0,372.0,4.0521,166700.0
14536,16.0,2412.0,419.0,1612.0,422.0,4.5086,171100.0
14537,7.0,1427.0,243.0,927.0,239.0,5.3625,218900.0
14538,16.0,2718.0,438.0,1515.0,431.0,5.1433,185300.0
14539,15.0,1558.0,314.0,949.0,332.0,5.2864,174400.0
14540,16.0,1972.0,402.0,1377.0,413.0,4.4615,168300.0
14541,16.0,2366.0,392.0,1482.0,407.0,4.9024,182900.0
14542,16.0,2969.0,514.0,1594.0,465.0,4.5221,168300.0
14543,4.0,15025.0,2616.0,7560.0,2392.0,5.196,210700.0
14544,18.0,4773.0,743.0,1970.0,716.0,6.6199,406200.0
14545,15.0,1036.0,149.0,395.0,157.0,5.8343,500001.0
14546,15.0,1882.0,233.0,704.0,219.0,6.9794,500001.0
14547,16.0,4755.0,807.0,1829.0,756.0,6.7694,425900.0
14548,15.0,1804.0,339.0,673.0,296.0,5.9806,370500.0
14549,18.0,1591.0,268.0,547.0,243.0,5.9547,329300.0
14550,12.0,2165.0,437.0,792.0,386.0,5.2648,294400.0
14551,5.0,2276.0,311.0,1158.0,317.0,6.4321,271900.0
14552,10.0,3486.0,469.0,1700.0,483.0,6.4696,249500.0
14553,4.0,19001.0,2688.0,8980.0,2441.0,6.3237,260900.0
14554,12.0,5949.0,799.0,2936.0,781.0,6.3721,241500.0
14555,15.0,2267.0,292.0,1180.0,289.0,6.712,240200.0
14556,4.0,6423.0,1042.0,2607.0,983.0,7.6348,337000.0
14557,3.0,6251.0,988.0,2330.0,893.0,8.4355,467600.0
14558,4.0,18123.0,3173.0,7301.0,2964.0,6.357,322500.0
14559,34.0,2936.0,597.0,1512.0,571.0,3.7841,176900.0
14560,31.0,3958.0,727.0,1924.0,728.0,5.4605,190200.0
14561,17.0,1124.0,187.0,553.0,205.0,5.7451,237300.0
14562,31.0,2558.0,512.0,1164.0,492.0,3.4318,200400.0
14563,35.0,756.0,135.0,423.0,136.0,3.5234,183900.0
14564,34.0,3353.0,544.0,1583.0,571.0,4.55,187700.0
14565,32.0,2033.0,394.0,989.0,389.0,3.2583,181400.0
14566,34.0,2158.0,366.0,1046.0,335.0,4.5402,182100.0
14567,36.0,1089.0,240.0,623.0,226.0,2.5909,176000.0
14568,36.0,1475.0,328.0,806.0,327.0,3.5078,166000.0
14569,28.0,3241.0,533.0,1334.0,513.0,4.1806,199600.0
14570,35.0,2259.0,501.0,1340.0,511.0,3.4482,162500.0
14571,33.0,4773.0,873.0,1954.0,845.0,4.3862,184800.0
14572,31.0,2035.0,383.0,866.0,360.0,3.8529,212000.0
14573,27.0,1318.0,216.0,495.0,191.0,5.2837,283800.0
14574,22.0,3738.0,795.0,1476.0,728.0,3.7963,303100.0
14575,24.0,730.0,196.0,335.0,203.0,3.5078,362500.0
14576,35.0,1377.0,350.0,792.0,313.0,2.8472,161400.0
14577,35.0,1217.0,220.0,643.0,237.0,3.9464,171600.0
14578,35.0,2772.0,537.0,1392.0,521.0,3.337,172300.0
14579,34.0,3850.0,608.0,1619.0,602.0,5.0465,208200.0
14580,35.0,1074.0,180.0,442.0,173.0,5.253,204000.0
14581,35.0,2197.0,353.0,945.0,357.0,4.9219,192900.0
14582,31.0,3064.0,575.0,1476.0,549.0,3.6667,175900.0
14583,30.0,2290.0,523.0,1272.0,472.0,3.5606,165100.0
14584,32.0,1351.0,237.0,823.0,269.0,4.2768,167800.0
14585,30.0,2492.0,406.0,1250.0,431.0,5.5277,197100.0
